PARENTS	HPO_ID	ET	JT	DEF	FLAG
	HP:0005162	Left ventricular failure	左室機能障害	Inability of the left ventricle to perform its normal physiologic function. Failure is either due to an inability to contract the left ventricle or the inability to relax completely and fill with blood during diastole.	1
	HP:0005184	Prolonged QTc interval	遷延性QTc間隔	A longer than normal interval (corrected for heart rate) between the Q and T waves in the heart's cycle. Prolonged QTc can cause premature action potentials during late phase depolarizations thereby leading to ventricular arrhythmias and ventricular fibrillations.	1
	HP:0005195	Polyarticular arthropathy	多関節関節症		1
7680	HP:0005199	Aplasia of the abdominal wall musculature	腹壁筋無形成	Absence of the abdominal musculature.	1
	HP:0005200	Retroperitoneal fibrosis	後腹膜線維症		1
	HP:0005203	Spontaneous esophageal perforation	自然食道穿孔	The occurrence of the full-thickness tear (perforation) of the wall of the esophagus.	1
	HP:0005208	Secretory diarrhea	分泌性下痢	Watery voluminous diarrhea resulting from an imbalance between ion and water secretion and absorption.	0
	HP:0005209	Intrahepatic bile duct cysts	肝内胆管膿瘍	The presence of cyst of the intrahepatic bile duct.	1
	HP:0005211	Midgut malrotation	中腸回転異常		1
	HP:0005211	Midgut malrotation	中腸回転異常		0
	HP:0005218	Anoperineal fistula	肛門会陰部瘻	The presence of a fistula (abnormal tunnel) between the anal canal and the perineum.	1
	HP:0005219	Absence of intrinsic factor	内因子の異常	Absence of gastric intrinsic factor, which is normally produced by the parietal cells of the stomach, and is required for the absorption of vitamin B12.	1
	HP:0005234	Neonatal intestinal obstruction	新生児腸閉塞		1
	HP:0005242	Extrahepatic biliary duct atresia	肝外胆管閉鎖	Atresia in the extrahepatic bile duct.	1
	HP:0005247	Hypoplasia of the abdominal wall musculature	腹壁筋低形成	Underdevelopment of the abdominal musculature.	1
	HP:0005248	Intrahepatic biliary atresia	肝内胆管閉鎖	Atresia in the intrahepatic bile duct.	1
	HP:0005249	Functional intestinal obstruction	機能的腸閉塞		1
	HP:0005255	Absence of pectoralis minor muscle	小胸筋の異常	Aplasia (congenital absence) of the pectoralis minor.	1
	HP:0005275	Cartilaginous ossification of nose	鼻軟骨の骨化		1
	HP:0005291	Inflammatory arteriopathy	炎症性血管症		1
	HP:0005295	Pseudocoarctation of the aorta	偽大動脈縮窄	Pseudocoarctation is a congenital anomaly of kinking, or buckling, of the aorta without a pressure gradient across the lesion. It is characterized by elongation and kinking of the aorta at the level of the ligamentum arteriosum.	1
8184	HP:0005296	obsolete Occlusive vascular disease	閉塞性血管病		1
	HP:0005309	obsolete Peripheral vascular insufficiency	末梢血管不全		1
	HP:0005310	Large vessel vasculitis	大血管血管炎	A type of vasculitis (inflammation of blood vessel walls) affecting large arteries such as the aorta and branches of the aorta.	1
	HP:0005311	Agenesis of pulmonary vessels	肺血管無発生		1
	HP:0005322	Prominent nasal septum	目立つ鼻中隔		1
	HP:0005323	Hemifacial hypertrophy	片側顔面肥大	Unilateral overgrowth of facial tissues, including muscles, bones and skin.	1
	HP:0005327	Loss of facial expression	顔面表情喪失		1
	HP:0005329	Fixed facial expression	顔面表情固定		1
	HP:0005335	Sleepy facial expression	眠い顔面表情		1
	HP:0005338	Sparse lateral eyebrow	疎な外側眉毛	Decreased density/number and/or decreased diameter of lateral eyebrow hairs.	1
	HP:0005339	Abnormality of complement system	補体系の異常	An abnormality of the complement system.	1
13727,13722	HP:0005344	Abnormality of the carotid arteries	頸動脈の異常	Any structural abnormality of the carotid arteries, including the common carotid artery and its' arterial branches.	1
	HP:0005345	Abnormality of the vena cava	大静脈の異常	An abnormality of the structure of the veins that return deoxygenated blood from the body into the heart, i.e., the superior vena cava and the inferior vena cava.	1
9025,8192	HP:0005374	Cellular immunodeficiency	細胞免疫不全	An immunodeficiency characterized by defective cell-mediated immunity or humoral immunity.	1
	HP:0005442	Widely patent coronal suture	冠状縫合開大	The presence of a coronal suture (the cranial suture that separates the frontal and parietal bones) that is not ossified but rather wide open at an age when it is normally closed.	1
	HP:0005445	Widened posterior fossa	幅広い後頭窩	Abnormal increased size of the posterior cranial fossa.	1
	HP:0005449	Bridged sella turcica	トルコ鞍架橋		1
	HP:0005462	Calcification of falx cerebri	大脳鎌石灰化	The presence of calcium deposition in the falx cerebri.	1
	HP:0005463	Elongated sella turcica	トルコ鞍拡大		1
	HP:0005466	Hypoplasia of the frontal bone	前頭骨低形成	Underdevelopment of the frontal bone.	1
	HP:0005476	Widely patent sagittal suture	矢状縫合開大	The presence of a sagittal suture (the cranial suture that separates the left and right parietal bones) that is not ossified but rather wide open at an age when it is normally closed.	1
	HP:0005478	Prominent frontal sinuses	目立つ前頭洞		1
	HP:0005483	Abnormality of the epiglottis	喉頭蓋の異常	An abnormality of the epiglottis.	1
	HP:0005513	Increased megakaryocyte count	巨核球数増加	Increased megakaryocyte number, i.e., of platelet precursor cells, present in the bone marrow.	1
	HP:0005518	Increased mean corpuscular volume	巨大赤血球症	Larger than normal size of erythrocytes.	1
	HP:0005548	Megakaryocytopenia	巨核球減少症	A reduced count of megakaryocytes.	1
	HP:0005548	Megakaryocytopenia	巨核球減少症	A reduced count of megakaryocytes.	0
	HP:0005557	Abnormality of the zygomatic arch	顴骨弓の異常	An abnormality of the zygomatic arch, also known as the cheek bone.	1
	HP:0005562	Multiple renal cysts	多発性腎嚢胞	The presence of many cysts in the kidney.	1
	HP:0005597	Congenital alopecia totalis	先天性全禿頭	Loss of all scalp hair with congenital onset.	1
	HP:0005609	Gallbladder dysfunction	胆嚢機能障害		1
	HP:0005621	Trapezoidal shaped vertebral bodies	台形の椎体骨		1
10473	HP:0005622	Broad long bones	幅広い長管骨	Increased cross-section (diameter) of the long bones. Note that widening may primarily affect specific regions of long bones (e.g., diaphysis or metaphysis), but this should be coded separately.	1
15090	HP:0005639	Hyperextensible hand joints	手関節過伸展	The ability of the joints of the hand to move beyond their normal range of motion.	1
	HP:0005645	Intervertebral disk calcification	椎間板石灰化	The presence of abnormal calcium deposition of the intervertebral disk.	1
7098	HP:0005652	Cortical sclerosis	皮質狭窄	Sclerosis (abnormal hardening) of cortical bone, characterized by increased radiodensity.	0
	HP:0005680	Tongue-like lumbar vertebral deformities	舌様腰椎変形	A tongue-like protusion from the anterior aspect of lumbar vertebral bodies.	1
	HP:0005682	Talocalcaneal synostosis	距骨踵骨癒合		1
	HP:0005684	Distal arthrogryposis	遠位関節拘縮	An inherited primary limb malformation disorder characterized by congenital contractures of two or more different body areas and without primary neurologic and/or muscle disease that affects limb function.	1
	HP:0005686	Patchy osteosclerosis	斑状骨硬化症	Patchy (irregular) increase in bone density. This can take on many forms depending on severity and distribution as can be seen on x-rays.	1
	HP:0005715	Flattened knee epiphyses	平坦な膝骨端		1
	HP:0005720	Shortening of all metacarpals	全中手骨短縮	Abnormal reduction in length of all metacarpal bones.	1
	HP:0005723	Shoe-shaped sella turcica	靴型トルコ鞍		1
7068,4914,3687	HP:0005731	Cortical irregularity	不規則な皮質	An abnormal irregularity of cortical bone.	1
	HP:0005750	Contractures of the joints of the lower limbs	下肢関節拘縮		1
	HP:0005758	Basilar impression	頭蓋底陥入	Abnormal elevation of the floor of the posterior fossa including occipital condyles and foramen magnum.	0
	HP:0005764	Polyarticular arthritis	多関節関節炎		1
	HP:0005765	Sacral meningocele	仙骨部髄膜瘤		1
11626,8328	HP:0005765	Sacral meningocele	仙骨部髄膜瘤		0
	HP:0005787	Lumbar platyspondyly	腰椎扁平脊椎	A flattened vertebral body shape with reduced distance beween the vertebral endplates affecting the lumbar spine.	1
	HP:0005815	Supernumerary ribs	副肋骨	The presence of more than 12 rib pairs.	0
	HP:0005819	Short middle phalanx of finger	短い指中節骨	Short (hypoplastic) middle phalanx of finger, affecting one or more fingers.	1
	HP:0005820	Superior rib anomalies	上部肋骨奇形		1
	HP:0005828	Transient pulmonary infiltrates	一過性肺浸潤		1
	HP:0005857	Cervical spina bifida	頸部二分脊椎		1
	HP:0005881	Spinal instability	脊椎不安定		0
	HP:0005899	Metaphyseal dysostosis	骨幹端異骨症	Abnormal mineralization of the metaphyseal area of bones.	1
	HP:0005921	obsolete Abnormal ossification of hand bones	手骨骨化異常		1
	HP:0005923	Abnormalities of the metaphyses of the hand	手骨幹端異常		1
	HP:0005926	Abnormalities of the cortex of hand bones	手骨皮質異常	An anomaly of the outer shell (cortex) of a hand bone.	1
10506	HP:0005943	Respiratory arrest	呼吸停止		0
10507	HP:0005948	Cystic lung disease	嚢胞性肺疾患	The presence of multiple lung cysts.	1
	HP:0005957	Breathing dysregulation	呼吸調節障害		1
	HP:0005964	Intermittent hypothermia	間歇的低体温	Episodes of reduced body termperature.	1
5017	HP:0005986	Limitation of neck motion	頸部運動制限		1
12242	HP:0005990	Thyroid hypoplasia	甲状腺低形成	Developmental hypoplasia of the thyroid gland.	1
11652	HP:0005990	Thyroid hypoplasia	甲状腺低形成	Developmental hypoplasia of the thyroid gland.	0
	HP:0005991	Limited neck flexion	頸部屈曲制限		1
	HP:0006006	Hypotrophy of the small hand muscles	小手筋低形成		1
	HP:0006060	Tombstone-shaped proximal phalanges	墓石型基節骨		1
	HP:0006106	Absent trapezoid bone	小菱形骨欠損		1
10443	HP:0006109	Absent phalangeal crease	指屈曲線欠損	Absence of one or more interphalangeal creases (i.e., of the transverse lines in the skin between the phalanges of the fingers).	1
	HP:0006127	Long proximal phalanx of finger	長い指基節骨	Increased length of the proximal phalanx of finger.	1
	HP:0006135	Decreased finger mobility	指可動性減少		1
	HP:0006143	Abnormal finger flexion creases	指屈曲線異常		1
	HP:0006153	Disharmonious carpal bone	手根骨不調和		1
14664,10350	HP:0006158	obsolete Finger joint hyperextensibility	指関節過伸展		1
	HP:0006159	Mesoaxial hand polydactyly	軸中性多指症	The presence of a supernumerary finger (not a thumb) involving the third or fourth metacarpal with associated osseous syndactyly.	1
	HP:0006187	Fusion of midphalangeal joints	指間関節癒合		1
	HP:0006191	Deep palmar crease	深い手掌屈曲線	Excessively deep creases of the palm.	0
	HP:0006192	Tapered phalanx of finger	先細りの指骨	Phalanges of the fingers becoming thinner toward the distal end.	1
8242	HP:0006200	Widened distal phalanges	幅広い末節骨		1
	HP:0006270	Hypoplastic spleen	脾低形成	Underdevelopment of the spleen.	0
	HP:0006278	Ectopic pancreatic tissue	異所性膵組織	The presence of pancreatic tissue outside the normal pancreas, in many cases along the foregut and proximal midgut.	1
	HP:0006308	Atrophy of alveolar ridges	歯槽隆起萎縮		1
	HP:0006316	Irregularly spaced teeth	不規則な歯間	Irregular distribution of the teeth along the dental arch, i.e., and irregular spatial pattern of teeth.	1
	HP:0006336	Short dental roots	短い歯根	Short dental root.	0
	HP:0006349	Agenesis of permanent teeth	永久歯無発生	A congenital defect characterized by the absence of one or more permanent teeth, including oligodontia, hypodontia, and adontia of the of permanent teeth.	1
	HP:0006366	Adductor longus contractures	長内転筋拘縮		1
	HP:0006368	Forearm reduction defects	前腕減数奇形		1
	HP:0006369	Irregular patellae	不規則な膝蓋骨	An alteration of the normally relatively smooth margins of the kneecap in radiographic images leading to an irregular contour.	0
	HP:0006381	Rudimentary fibula	痕跡的腓骨	Absent or nearly absent fibula. (Does not include aplastic)	0
	HP:0006390	Anterior tibial bowing	前方脛骨湾曲	An abnormal anterior bending or curvature of the tibia.	1
	HP:0006402	Distal shortening of limbs	遠位四肢短縮		1
	HP:0006414	Distal tibial bowing	遠位脛骨湾曲	A bending or abnormal curvature of the distal portion of the tibia.	1
	HP:0006429	Broad femoral neck	幅広い大腿骨頸部	An abnormally wide femoral neck (which is the process of bone, connecting the femoral head with the femoral shaft).	0
	HP:0006446	Dysplastic patella	膝蓋骨異形成		1
	HP:0006446	Dysplastic patella	膝蓋骨異形成		0
	HP:0006480	Premature loss of teeth	早発性歯喪失	Premature loss of teeth not related to trauma or neglect.	1
	HP:0006483	Abnormal number of teeth	異常な歯の数	The presence of an altered number of of teeth.	1
	HP:0006504	Anomaly of the limb diaphyses	四肢骨幹奇形		1
	HP:0006515	Interstitial pneumonitis	間質性肺臓炎		1
	HP:0006516	Hypersensitivity pneumonitis	過敏性肺臓炎	Hypersensitivity pneumonitis involves inhalation of an antigen. This leads to an exaggerated immune response and a following inflammation of the alveoli within the lungs. The main feature of chronic hypersensitivity pneumonitis on lung biopsies is expansion of the interstitium by lymphocytes accompanied by an occasional multinucleated giant cell or loose granuloma. After exposure to the provoking antigen, following symptoms can be seen: fever, chills, malaise, cough, hemoptysis, chest tightness, dyspnea, rash, swelling and headache and can be completely reversible, based on the duration of the illness, categorized as acute (HP:0011009), subacute (HP:0011011), and chronic (HP:0011010).	1
	HP:0006530	Interstitial pulmonary abnormality	間質性肺疾患	Abnormality of the lung parenchyma extending to the pulmonary interstitium and leading to diffuse pulmonary fibrosis.	1
	HP:0006533	Bronchodysplasia	気管支異形成		1
10497	HP:0006536	Obstructive lung disease	閉塞性肺疾患	Obstruction of conducting airways of the lung.	1
	HP:0006544	Extrapulmonary sequestrum	肺外肺分画症	A type of pulmonary sequestration that is completely enclosed in its own pleural sac, occurring above, within, or below the diaphragm, and without communication with the tracheobronchial tree.	1
	HP:0006548	Pulmonary arteriovenous malformation	肺動静脈奇形	Pulmonary arteriovenous malformation, a condition most commonly associated with hereditary hemorrhagic telangiectasia, is an abnormal communication between the pulmonary artery and pulmonary vein without an intervening capillary communication. HRCT images usually show a coarse spidery appearance of the peripheral vascular markings in the lungs. More specific findings are obtained in the pulmonary angiogram where the normally invisible capillary phase is replaced by irregular vascular channels bridging the peripheral branches of pulmonary arteries and veins.	1
	HP:0006574	Hepatic arteriovenous malformation	肝動静脈奇形		1
	HP:0006587	Straight clavicles	真っ直ぐな鎖骨	An abnormally straight configuration of the clavicle, a tubular bone which normally is doubly curved .	0
	HP:0006596	Restricted chest movement	胸郭運動制限		1
	HP:0006625	Multifocal breast carcinoma	多巣性乳房癌	Breast carcinoma that is bilateral or otherwise multifocal.	1
	HP:0006628	Absent sternal ossification	胸骨骨化欠損	Lack of formation of mineralized bony tissue of the sternum.	1
	HP:0006644	Thoracic dysplasia	胸郭異形成		0
	HP:0006646	Costal cartilage calcification	肋軟骨石灰化	Calcification of the costal cartilages, which are bars of hyaline cartilage found at the anterior ends of the ribs which serve to prolong the ribs forward and contribute to the elasticity of the walls of the thorax.	1
	HP:0006647	Congenital microthorax	先天性小胸郭		1
	HP:0006649	Costochondral pain	肋軟骨痛	Chest wall pain in the area of the costochondral junctions.	0
	HP:0006660	Aplastic clavicles	鎖骨無形成	Absence of the clavicles as a developmental defect.	0
	HP:0006670	Impaired myocardial contractility	心筋収縮障害		1
	HP:0006677	Prolonged QRS complex	遷延性QRS複合	Increased time for the complex comprised of the Q wave, R wave, and S wave as measured by the electrocardiogram (EKG).. In adults, normal values are 0.06 - 0.10 sec.	1
	HP:0006681	Absent atrioventricular node	房室結節欠損		1
	HP:0006685	Endocardial fibrosis	心内膜線維症	The presence of excessive connective tissue in the endocardium.	1
	HP:0006687	Aortic tortuosity	大動脈蛇行性	Abnormal tortuous (i.e., twisted) form of the aorta.	1
11239	HP:0006704	Abnormality of the coronary arteries	冠動脈の異常	Any structural abnormality of the coronary arteries.	1
	HP:0006705	Abnormality of the atrioventricular valves	房室弁の異常	An abnormality of an atrioventricular valve.	1
12819	HP:0006706	Cystic liver disease	嚢胞性肝疾患		1
	HP:0006707	Abnormality of the hepatic vasculature	肝血管の異常	An abnormality of the hepatic vasculature.	1
	HP:0006774	Ovarian papillary adenocarcinoma	卵巣乳頭腺癌	The presence of a papillary adenocarcinoma of the ovary.	1
	HP:0006775	Multiple myeloma	多発性骨髄腫	A malignant plasma cell tumor growing within soft tissue or within the skeleton.	1
	HP:0006784	Paranasal sinus hypoplasia	副鼻腔低形成	Underdevelopment of the paranasal sinuses.	1
	HP:0006849	Hypodysplasia of the corpus callosum	脳梁低異形成		1
	HP:0006850	Hypoplasia of the ventral pons	腹側橋低形成	Underdevelopment of the ventral portion of the pons.	1
	HP:0006855	Cerebellar vermis atrophy	小脳虫部萎縮	Wasting (atrophy) of the vermis of cerebellum.	1
	HP:0006859	Posterior leukoencephalopathy	後部白質脳症		1
	HP:0006880	Cerebellar hemangioblastoma	小脳血管芽腫	A hemangioblastoma of the cerebellum.	1
	HP:0006899	Fusion of the cerebellar hemispheres	小脳半球癒合		1
	HP:0006929	Hypoglycemic encephalopathy	低血糖性脳症	Brain damage related to a lowering of blood glucose below a critical level (around 30 mg/dl), which may lead to confusion, lethargy and delirium followed by seizures and coma. Prolonged hypoglycemia may lead to irreversible brain damage.	1
	HP:0006937	Impaired distal tactile sensation	遠位触覚障害	A reduced sense of touch (tactile sensation) on the skin of the distal limbs. This is usually tested with a wisp of cotton or a fine camel's hair brush, by asking patients to say 'now' each time they feel the stimulus.	1
8193	HP:0006946	Recurrent meningitis	反復性髄膜炎	An increased susceptibility to meningitis as manifested by a medical history of recurrent episodes of meningitis.	1
	HP:0006951	Retrocerebellar cyst	後部小脳嚢胞		1
	HP:0007009	Central nervous system degeneration	中枢神経変性		1
	HP:0007021	Pain insensitivity	疼痛不応性	Inability to perceive painful stimuli.	0
	HP:0007027	Poorly formed metencephalon	後脳形成不全	A morphological abnormality of the metencephalon.	1
	HP:0007030	Nonprogressive encephalopathy	非進行性脳症		1
	HP:0007036	Hypoplasia of olfactory tract	嗅覚路低形成		1
	HP:0007042	Focal white matter lesions	巣状白質病変		1
	HP:0007045	Midline brain calcifications	正中脳石灰化		1
	HP:0007048	Large basal ganglia	大きな基底核	Increased size of the basal ganglia.	1
	HP:0007054	Hyperreflexia proximally	近位反射亢進		1
	HP:0007096	Hypoplasia of the optic tract	視覚路低形成		1
	HP:0007109	Periventricular cysts	脳室周囲嚢胞		1
	HP:0007110	Central hypoventilation	中枢性低換気		1
	HP:0007111	Chronic hepatic encephalopathy	慢性肝性脳症		1
	HP:0007123	Subcortical dementia	皮質下認知症	A particular type of dementia characterized by a pattern of mental defects consisting prominently of forgetfulness, slowness of thought processes, and personality or mood change.	1
	HP:0007206	Hemimegalencephaly	片側巨脳症	Enlargement of all or parts of one cerebral hemisphere.	0
10553,8470,8467,6558	HP:0007269	Spinal muscular atrophy	脊髄性筋萎縮	Muscular weakness and atrophy related to loss of the motor neurons of the spinal cord and brainstem.	1
	HP:0007305	CNS demyelination	中枢神経脱髄	A loss of myelin from nerve fibers in the central nervous system.	1
	HP:0007332	Hemifacial seizures	片側顔面発作	Focal seizure characterized at onset by clonic movements affecting half of the face.	1
	HP:0007333	Hypoplasia of the frontal lobes	前頭葉低形成	Underdevelopment of the frontal lobe of the cerebrum.	1
	HP:0007348	Hypoplasia of the pyramidal tract	錐体路低形成		1
	HP:0007350	Hyperreflexia in upper limbs	上肢反射亢進		1
	HP:0007378	Neoplasm of the gastrointestinal tract	胃腸管新生物	A tumor (abnormal growth of tissue) of the gastrointestinal tract.	1
	HP:0007417	Discoid lupus rash	円板状紅斑性狼瘡	Cutaneous lesion that develops as a dry, scaly, red patch that evolves to an indurated and hyperpigmented plaque with adherent scale. Scarring may result in central white patches (loss of pigmentation) and skin atrophy.	0
	HP:0007440	Generalized hyperpigmentation	全身性高色素		1
	HP:0007453	Flexural lichenification	屈曲部苔癬化	Lichenification affecting primarily flexural areas of the skin.	1
	HP:0007455	Adermatoglyphia	無皮膚紋理症		1
	HP:0007464	Sparse facial hair	疎な顔毛	Reduced number or density of facial hair.	0
	HP:0007502	Follicular hyperkeratosis	毛包過角化症	A skin condition characterized by excessive development of keratin in hair follicles, resulting in rough, cone-shaped, elevated papules resulting from closure of hair follicles with a white plug of sebum.	1
	HP:0007503	Generalized ichthyosis	全身性魚鱗癬		1
	HP:0007505	Progressive hyperpigmentation	進行性高色素		1
	HP:0007513	Generalized hypopigmentation	全身性低色素		1
	HP:0007516	Redundant skin on fingers	過剰な指皮膚	Loose and sagging skin of the fingers.	1
	HP:0007535	Hypopigmented streaks	低色素性線状		1
8350	HP:0007543	Epidermal hyperkeratosis	表皮過角化症		1
2909	HP:0007556	Plantar hyperkeratosis	足底過角化症	Hyperkeratosis affecting the sole of the foot.	1
10618,9994	HP:0007560	Unusual dermatoglyphics	皮膚紋理異常		1
	HP:0007587	Numerous pigmented freckles	多数の色素斑		1
8337	HP:0007620	Cutaneous leiomyoma	皮膚横紋筋腫	The presence of leiomyoma of the skin.	1
	HP:0007627	Mandibular condyle aplasia	下顎顆無形成		1
	HP:0007628	Mandibular condyle hypoplasia	下顎顆低形成		1
	HP:0007633	Bilateral microphthalmos	両側性小眼球	A developmental anomaly characterized by abnormal smallness of both eyes.	1
	HP:0007663	Reduced visual acuity	中心視力減少		1
	HP:0007675	Progressive night blindness	進行性夜盲症		1
	HP:0007677	Vitelliform-like macular lesions	卵黄型黄斑症	Vitelliform maculopathy is a sharply demarcated lesion caused by the accumulation of material, often lipofuscin in the subretinal space underlying the macula.	1
	HP:0007680	Depigmented fundus	脱色素性眼底		1
	HP:0007680	Depigmented fundus	脱色素性眼底		0
	HP:0007697	Hypoplasia of the lower eyelids	下眼瞼低形成	Underdevelopment of the lower eyelid.	1
	HP:0007703	Abnormality of retinal pigmentation	網膜色素異常		1
	HP:0007708	Absent inner eyelashes	内側睫毛欠損		1
	HP:0007716	Intraocular melanoma	眼球内黒色腫	A malignant melanoma originating within the eye. The tumor originates from the melanocytes in the uvea (which comprises the iris, ciliary body, and choroid).	1
	HP:0007750	Hypoplasia of the fovea	中心窩低形成	Underdevelopment of the fovea centralis.	1
	HP:0007757	obsolete Hypoplasia of choroid	脈絡膜低形成		1
	HP:0007769	Peripheral retinal degeneration	末梢網膜変性		1
	HP:0007777	Chorioretinal scar	脈絡膜網膜瘢痕	Fibrous connective tissue resulting from incomplete healing of a wound (i.e., a scar) located in the choroid and retina or the eye.	0
10653,5281	HP:0007787	Posterior subcapsular cataract	後嚢下白内障	A type of cataract affecting the posterior pole of lens immediately adjacent to ('beneath') the Lens capsule.	1
	HP:0007795	Anterior cortical cataract	前皮質白内障	A cataract that affects the anterior part of the cortex of the lens.	1
	HP:0007797	Retinal vascular malformation	網膜血管奇形		1
	HP:0007814	Retinal pigment epithelial mottling	塩胡椒網膜症	Mottling (spots or blotches with different shades) of the retinal pigment epithelium, i.e., localized or generalized fundal pigment granularity associated with processes at the level of the retinal pigment epithelium.	1
	HP:0007819	Presenile cataracts	初老性白内障	Presenile cataract is a kind of cataract that occurs in early adulthood, that is, at an age that is younger than usual.	1
	HP:0007832	Pigmentation of the sclera	強膜色素沈着		1
	HP:0007834	Progressive cataract	進行性白内障	A kind of cataract that progresses with age.	1
	HP:0007838	Progressive ptosis	進行性眼瞼下垂	A progressive form of ptosis.	0
	HP:0007843	Attenuation of retinal blood vessels	網膜血管減弱		1
	HP:0007850	Retinal vascular proliferation	網膜血管増殖		1
	HP:0007856	Punctate opacification of the cornea	角膜点状混濁	Punctate opacification (reduced transparency) of the corneal stroma.	1
	HP:0007866	Retinal infarction	巣状網膜梗塞		1
	HP:0007866	Retinal infarction	巣状網膜梗塞		0
	HP:0007898	Exudative retinopathy	滲出性網膜症		1
	HP:0007905	Abnormal iris vasculature	虹彩血管異常		1
	HP:0007906	Increased intraocular pressure	眼内圧の増加	Intraocular pressure that is 2 standard deviations above the population mean.	1
	HP:0007923	obsolete Foveal hyperplasia	中心窩過形成		1
	HP:0007929	Peripheral retinal detachment	末梢網膜剥離	Separation of the inner layers of the retina (neural retina) from the pigment epithelium occuring near the outer limit (periphery) of the retina.	1
	HP:0007989	Intraretinal exudate	網膜内滲出液	Retinal exudate within the retinal tissue itself.	1
	HP:0007994	Peripheral visual field loss	末梢視野喪失	Loss of peripheral vision with retention of central vision, resulting in a constricted circular tunnel-like field of vision.	1
	HP:0008000	Decreased corneal reflex	角膜反射減少	An abnormally reduced response to stimulation of the cornea (by touch, foreign body, blowing air). The corneal reflex (also known as the blink reflex, normally results in an involuntary blinking of the eyelids.	1
	HP:0008001	Foveal hyperpigmentation	中心窩高色素	Increased amount of pigmentation in the fovea centralis.	1
	HP:0008033	Congenital exotropia	先天性外斜視		1
	HP:0008034	Abnormal iris pigmentation	虹彩色素異常	Abnormal pigmentation of the iris.	1
	HP:0008047	Abnormality of the vasculature of the eye	眼血管の異常		1
11234,8888,8886	HP:0008049	Abnormality of the extraocular muscles	外眼筋の異常	An abnormality of an extraocular muscle.	1
11204,6975	HP:0008050	Abnormality of the palpebral fissures	眼瞼裂の異常	An anomaly of the space between the medial and lateral canthi of the two open eyelids.	1
	HP:0008082	Medial deviation of the foot	足の内方偏位		1
	HP:0008094	Widely spaced toes	趾間隔離	An overall widening of the spaces between the digits.	0
	HP:0008110	Equinovarus deformity	内反尖足変形		1
	HP:0008112	Plantar flexion contractures	足底屈曲拘縮		1
	HP:0008117	Shortening of the talar neck	短い距骨頸部		1
	HP:0008127	Bipartite calcaneus	二分した踵骨	A two-part calcaneus, a finding that probably results from delayed coalescence of two primary calcaneal centers of ossification.	1
	HP:0008142	Delayed calcaneal ossification	踵骨骨化遅延	Delayed maturation and calcification of the calcaneus.	1
	HP:0008178	Abnormal cartilage matrix	軟骨基質異常		1
	HP:0008187	Absence of secondary sex characteristics	二次性徴欠損	No secondary sexual characteristics are present at puberty.	1
13414	HP:0008188	Thyroid dysgenesis	甲状腺異発生		1
12030	HP:0008188	Thyroid dysgenesis	甲状腺異発生		0
13023	HP:0008191	Thyroid agenesis	甲状腺無発生	The congenital absence of the thyroid gland.	1
	HP:0008222	Female infertility	女性不妊		0
	HP:0008236	Isosexual precocious puberty	同性早発遅発		1
13021	HP:0008249	Thyroid hyperplasia	甲状腺過形成	Hyperplasia of the thyroid gland.	1
8700,6851	HP:0008256	Adrenocortical adenoma	副腎皮質腺腫	Adrenocortical adenomas are benign tumors of the adrenal cortex.	1
	HP:0008264	Neutrophil inclusion bodies	好中球封入体	The presence of intracellular inclusion bodies (aggregates of stainable substances, usually proteins) in neutrophils. Cytoplasmic neutrophil inclusions (oval, basophilic) are also known as Doehle bodies.	1
	HP:0008278	Cerebellar cortical atrophy	小脳皮質萎縮	Atrophy (wasting) of the cerebellar cortex.	1
	HP:0008339	Diaminoaciduria	ジアミノ酸尿	An increased urine level of any amino acid carrying two amino groups (Asparagine, glutamine and lysine, cystine, ornithine).	1
	HP:0008366	Contractures involving the joints of the feet	足関節の拘縮		1
7815	HP:0008368	Tarsal synostosis	足根骨癒合症	Synostosis (bony fusion) involving one or more bones of the tarsus (calcaneus, talus, cuboid, navicular, cuneiiform bones).	1
	HP:0008383	Slow-growing nails	成長の遅い爪	Nails whose growth is slower than normal.	1
	HP:0008383	Slow-growing nails	成長の遅い爪	Nails whose growth is slower than normal.	0
	HP:0008392	Subungual hyperkeratosis	爪下過角化症	A thickening of the stratum corneum in the region beneath the nails.	1
	HP:0008401	Onychogryposis of toenails	趾爪甲鉤湾症	Thickened toenails.	1
	HP:0008402	Ridged fingernail	隆起した指爪	Longitudinal, linear prominences in the fingernail plate.	1
	HP:0008428	Vertebral clefting	脊椎裂	Schisis (cleft or cleavage) of vertebral bodies.	0
	HP:0008437	Bifid thoracic vertebrae	二分した胸椎		1
	HP:0008443	Spinal deformities	脊椎変形		0
	HP:0008453	Congenital kyphoscoliosis	先天性後側弯		1
	HP:0008460	Hypoplastic spinal processes	棘突起低形成		1
	HP:0008468	Abnormal sacral segmentation	仙骨分節異常	An abnormality related to a defect of vertebral separation of sacral vertebrae during development.	1
	HP:0008477	Poorly ossified cervical vertebrae	頚椎骨化不全	Decreased ossification of the cervical vertebral bodies, i.e., of the Cervical vertebrae set.	1
	HP:0008479	Hypoplastic vertebral bodies	椎体骨低形成		1
	HP:0008523	Posterior helix pit	項部耳輪小孔	Permanent indentation on the posteromedial aspect of the helix that may be sharply or indistinctly delineated.	1
